Customer_ID,Visit_Date,Visit_Number,Total_Spend,Items_Purchased,Days_Since_Last_Visit,Age,Region,Product_Category,Product,SKU_ID,Engagement_Rate,Product_Satisfaction,Bounce_Rate,Conversion_Rate,Product_Purchase_Rate_by_Segment,Segmentation_Efficiency,Cart_Abandoned,City,City_Type,Churn_Risk,Visit_Month_Full,Group_Assignment,Group,Month
CUST-10181,2023-05-24,2.0,404.5143368507322,2.0,20.0,58.0,North,Clothing,Jeans,SKU-6268,3.0,4.0,62.29,2.95378727232466,16.88,3.79,0.0,San Francisco,Urban,False,2023-05,,,
CUST-10266,2022-03-10,4.0,340.9634175550445,6.0,34.0,45.0,North,Toys & Games,Puzzle,SKU-9669,2.0,2.0,66.19,2.6448700483782512,19.6,2.17,1.0,San Francisco,Urban,True,2022-03,,,
CUST-10269,2022-10-28,1.0,389.06984223015615,5.0,21.0,42.0,East,Clothing,Jeans,SKU-7521,1.0,4.0,85.66,2.781823748827933,14.43,4.97,1.0,Dallas,Urban,False,2022-10,,,
CUST-10168,2022-11-06,1.0,487.1347429854366,4.0,18.0,60.0,Central,Electronics,Tablet,SKU-8693,2.0,4.0,83.12,2.5194014389909,13.47,4.92,1.0,Dallas,Urban,True,2022-11,,,
CUST-10100,2022-03-05,3.0,185.9656367005325,7.0,11.0,28.0,West,Electronics,Laptop,SKU-6817,3.0,5.0,44.56,1.0440959485196168,37.52,4.84,0.0,Dover,Rural,True,2022-03,,,
CUST-10281,2022-06-27,1.0,394.0802175453886,3.0,17.0,43.0,Central,Books,Fiction Novel,SKU-9067,3.0,4.0,59.43,1.7442242065313533,50.4,4.09,0.0,San Francisco,Urban,False,2022-06,,,
CUST-10256,2023-03-09,3.0,263.719408020213,6.0,35.0,25.0,South,Beauty & Personal Care,Shampoo,SKU-7740,4.0,3.0,21.02,2.0258866469747523,57.57,2.65,0.0,Chicago,Urban,False,2023-03,,,
CUST-10078,2022-05-04,3.0,200.0639968845973,4.0,20.0,61.0,Central,Beauty & Personal Care,Perfume,SKU-1233,1.0,4.0,85.18,0.9476108803366667,33.79,4.14,1.0,Boise,Rural,False,2022-05,,,
CUST-10009,2022-07-24,4.0,174.2808931808605,6.0,37.0,45.0,North,Books,Science Textbook,SKU-4079,2.0,3.0,67.31,1.180900400797281,28.58,4.64,1.0,Boise,Rural,False,2022-07,,,
CUST-10311,2022-10-10,1.0,190.1859944715624,4.0,30.0,28.0,South,Books,Cookbook,SKU-4276,4.0,4.0,52.98,1.1764742031007491,11.08,1.69,0.0,Helena,Rural,False,2022-10,,,
CUST-10153,2022-10-25,1.0,379.9247563785684,4.0,13.0,31.0,West,Toys & Games,Puzzle,SKU-7834,4.0,4.0,32.26,2.101292394477662,43.79,1.57,0.0,San Francisco,Urban,False,2022-10,,,
CUST-10473,2022-08-24,1.0,386.2474547772955,3.0,19.0,63.0,Central,Toys & Games,RC Car,SKU-6238,4.0,5.0,42.81,1.7404527073480698,57.68,2.34,0.0,San Francisco,Urban,True,2022-08,,,
CUST-10127,2022-12-07,4.0,392.0730792175997,3.0,30.0,24.0,East,Books,Science Textbook,SKU-6702,4.0,2.0,68.86,1.0773267100204718,43.69,2.3,1.0,Dover,Rural,False,2022-12,,,
CUST-10080,2022-05-02,1.0,360.9314093591101,3.0,29.0,23.0,Central,Home & Kitchen,Cookware Set,SKU-2634,2.0,4.0,77.34,1.8899983152560442,20.86,2.45,1.0,San Francisco,Urban,False,2022-05,,,
CUST-10014,2022-10-03,1.0,324.15483459177403,12.0,25.0,48.0,East,Toys & Games,Board Game,SKU-1903,4.0,3.0,53.05,1.6648918697464465,25.6,3.98,0.0,Chicago,Urban,True,2022-10,,,
CUST-10485,2023-06-04,1.0,389.4664164931783,7.0,17.0,33.0,West,Books,Cookbook,SKU-7132,3.0,4.0,63.26,2.7469881989579212,34.93,3.43,0.0,San Francisco,Urban,False,2023-06,,,
CUST-10163,2022-06-13,4.0,138.97663007950018,4.0,13.0,61.0,Central,Beauty & Personal Care,Shampoo,SKU-1990,1.0,4.0,87.53,1.0448784596564504,10.39,4.42,1.0,Dover,Rural,False,2022-06,,,
CUST-10486,2022-06-07,1.0,215.6021227231608,4.0,38.0,46.0,Central,Electronics,Smartphone,SKU-6969,1.0,5.0,83.87,1.8652994312178988,19.53,4.99,1.0,New York,Urban,True,2022-06,,,
CUST-10239,2023-07-24,3.0,173.08209368233597,6.0,19.0,24.0,North,Books,Cookbook,SKU-3410,2.0,3.0,77.3,1.1020187835883943,43.53,3.51,1.0,Dover,Rural,True,2023-07,,,
CUST-10388,2023-03-20,1.0,177.43350021557342,3.0,21.0,59.0,West,Home & Kitchen,Cookware Set,SKU-2505,3.0,2.0,66.2,0.8345406165690059,50.43,2.37,0.0,Dover,Rural,False,2023-03,,,
CUST-10275,2023-04-09,1.0,266.9169944736011,5.0,38.0,64.0,West,Beauty & Personal Care,Shampoo,SKU-7713,2.0,4.0,71.81,2.1725519777043942,54.63,2.17,1.0,Chicago,Urban,False,2023-04,,,
CUST-10365,2023-07-31,1.0,203.78813527607912,5.0,23.0,38.0,South,Electronics,Tablet,SKU-1470,1.0,3.0,89.35,0.5148588731091935,19.34,4.43,1.0,Helena,Rural,False,2023-07,,,
CUST-10068,2023-06-19,1.0,401.7374603288257,7.0,25.0,39.0,East,Sports & Outdoors,Yoga Mat,SKU-4600,1.0,3.0,84.17,1.9414456794348018,54.44,2.19,1.0,San Francisco,Urban,True,2023-06,,,
CUST-10177,2023-05-11,1.0,343.0883217392939,4.0,31.0,37.0,West,Electronics,Laptop,SKU-8015,4.0,4.0,25.22,2.7477391164571245,38.06,2.52,0.0,New York,Urban,False,2023-05,,,
CUST-10487,2022-03-23,1.0,237.78058024387377,7.0,27.0,40.0,South,Toys & Games,Board Game,SKU-7168,1.0,2.0,83.72,0.6840801500690945,37.64,2.2,1.0,Dover,Rural,False,2022-03,,,
CUST-10237,2023-06-01,1.0,384.64702754475127,8.0,30.0,19.0,Central,Books,Science Textbook,SKU-2772,4.0,2.0,24.47,1.841503237064599,17.35,2.25,0.0,San Francisco,Urban,True,2023-06,,,
CUST-10431,2022-05-22,1.0,308.3391774977083,4.0,31.0,31.0,East,Home & Kitchen,Blender,SKU-9564,4.0,5.0,26.27,2.1684978026477384,49.88,2.96,0.0,New York,Urban,False,2022-05,,,
CUST-10056,2022-07-23,4.0,269.6444644288417,9.0,30.0,51.0,West,Clothing,Jeans,SKU-5127,3.0,4.0,68.61,2.496906477105453,59.74,3.48,0.0,Chicago,Urban,False,2022-07,,,
CUST-10244,2022-05-24,2.0,448.0645833832728,3.0,21.0,32.0,North,Sports & Outdoors,Running Shoes,SKU-4247,2.0,3.0,63.55,2.4893370802350523,48.54,1.41,1.0,San Francisco,Urban,False,2022-05,,,
CUST-10274,2022-05-17,2.0,147.48512803858523,4.0,27.0,26.0,South,Electronics,Laptop,SKU-5016,4.0,3.0,34.42,1.0810098259971863,27.44,3.54,0.0,Boise,Rural,True,2022-05,,,
CUST-10053,2023-05-31,3.0,379.9590704348761,3.0,39.0,44.0,Central,Beauty & Personal Care,Perfume,SKU-8026,2.0,4.0,77.58,2.233283872735594,12.12,1.98,1.0,San Francisco,Urban,True,2023-05,,,
CUST-10456,2022-03-01,1.0,199.4954112549532,5.0,16.0,29.0,South,Beauty & Personal Care,Shampoo,SKU-8141,1.0,3.0,81.7,0.9020601150308823,50.87,3.45,1.0,Boise,Rural,False,2022-03,,,
CUST-10327,2022-04-20,1.0,152.93648254045883,5.0,29.0,30.0,West,Toys & Games,Puzzle,SKU-2089,1.0,4.0,80.84,0.7276819053555105,39.31,4.6,1.0,Helena,Rural,True,2022-04,,,
CUST-10078,2023-05-20,4.0,278.0276335303336,8.0,33.0,63.0,North,Clothing,Jacket,SKU-3691,2.0,3.0,60.63,1.9771182479713598,51.81,4.69,1.0,Dallas,Urban,False,2023-05,,,
CUST-10269,2023-05-23,3.0,193.63655080188647,5.0,32.0,56.0,West,Electronics,Tablet,SKU-1012,1.0,4.0,82.95,0.6582566835005582,36.78,1.14,1.0,Boise,Rural,False,2023-05,,,
CUST-10037,2023-07-01,1.0,310.5230554688455,4.0,16.0,36.0,East,Home & Kitchen,Blender,SKU-7860,3.0,4.0,45.01,2.3128199029592293,13.0,3.21,0.0,Chicago,Urban,False,2023-07,,,
CUST-10147,2022-04-03,1.0,455.9413730492641,5.0,18.0,44.0,South,Toys & Games,Board Game,SKU-3543,3.0,4.0,45.91,2.2729733578678655,51.78,4.45,0.0,San Francisco,Urban,False,2022-04,,,
CUST-10146,2023-02-11,2.0,296.0575971861128,3.0,10.0,25.0,South,Books,Fiction Novel,SKU-2494,3.0,5.0,45.57,0.6427006376602674,39.69,4.52,0.0,Dover,Rural,False,2023-02,,,
CUST-10292,2022-06-03,1.0,352.3255942204932,6.0,35.0,41.0,Central,Beauty & Personal Care,Shampoo,SKU-4119,1.0,4.0,81.88,1.7349665849620517,56.81,3.33,1.0,San Francisco,Urban,True,2022-06,,,
CUST-10205,2022-05-11,1.0,312.6688219469269,7.0,15.0,62.0,Central,Beauty & Personal Care,Face Wash,SKU-5352,2.0,3.0,71.41,2.4597750900551683,52.44,3.76,1.0,Dallas,Urban,True,2022-05,,,
CUST-10233,2022-08-01,3.0,194.1652182211889,8.0,15.0,56.0,Central,Toys & Games,Puzzle,SKU-3804,4.0,3.0,36.58,0.9264775057762458,12.88,3.26,0.0,Boise,Rural,True,2022-08,,,
CUST-10042,2022-11-05,2.0,298.31966722774973,6.0,31.0,44.0,West,Sports & Outdoors,Dumbbells,SKU-9698,2.0,4.0,84.04,1.1528990687890155,38.33,2.3,1.0,Dover,Rural,False,2022-11,,,
CUST-10053,2023-05-12,2.0,390.4454645746855,7.0,38.0,62.0,Central,Toys & Games,Board Game,SKU-7997,2.0,3.0,78.88,1.6804221455763746,34.1,4.93,1.0,San Francisco,Urban,False,2023-05,,,
CUST-10141,2022-06-26,2.0,335.64999072000654,7.0,21.0,22.0,Central,Clothing,Jacket,SKU-8199,1.0,3.0,84.25,1.50576428268506,50.52,1.99,1.0,Chicago,Urban,True,2022-06,,,
CUST-10493,2022-12-31,1.0,593.2913372992161,6.0,31.0,21.0,North,Home & Kitchen,Blender,SKU-5625,4.0,5.0,69.23,1.8149990758024752,12.9,4.93,1.0,New York,Urban,False,2022-12,,,
CUST-10071,2022-11-23,3.0,418.77617082631485,7.0,21.0,41.0,South,Beauty & Personal Care,Shampoo,SKU-7037,5.0,4.0,39.41,0.5128387294080506,23.66,4.42,0.0,Dover,Rural,True,2022-11,,,
CUST-10228,2022-04-23,3.0,299.7332957498035,5.0,19.0,40.0,North,Home & Kitchen,Cookware Set,SKU-7075,4.0,4.0,26.76,2.38059650878621,16.76,2.68,0.0,Dallas,Urban,False,2022-04,,,
CUST-10444,2022-10-22,1.0,355.8912371332996,8.0,32.0,48.0,East,Sports & Outdoors,Yoga Mat,SKU-1677,4.0,4.0,29.58,2.420710280492905,27.95,2.76,0.0,Dallas,Urban,False,2022-10,,,
CUST-10296,2023-03-24,1.0,321.7672878696198,6.0,39.0,31.0,East,Books,Fiction Novel,SKU-3358,3.0,4.0,65.3,2.985126773468309,26.29,4.03,0.0,New York,Urban,False,2023-03,,,
CUST-10003,2023-04-05,2.0,431.6518275635728,5.0,35.0,22.0,East,Sports & Outdoors,Yoga Mat,SKU-9191,4.0,2.0,49.7,2.874446891062064,32.11,2.86,0.0,San Francisco,Urban,False,2023-04,,,
CUST-10013,2022-12-28,4.0,496.7368417216232,5.0,15.0,25.0,Central,Clothing,T-Shirt,SKU-8588,4.0,5.0,51.19,2.9778211015566827,27.02,1.19,0.0,Chicago,Urban,False,2022-12,,,
CUST-10157,2022-09-23,3.0,374.9129924450484,3.0,26.0,53.0,North,Sports & Outdoors,Dumbbells,SKU-9973,3.0,3.0,46.05,2.501248818101285,20.01,3.15,0.0,Dallas,Urban,False,2022-09,,,
CUST-10226,2022-10-15,1.0,337.1131508987908,4.0,28.0,27.0,Central,Home & Kitchen,Cookware Set,SKU-1468,2.0,5.0,70.26,1.8412235080269044,43.5,1.27,1.0,Chicago,Urban,False,2022-10,,,
CUST-10108,2022-05-14,1.0,355.6897368385389,3.0,27.0,59.0,West,Toys & Games,Board Game,SKU-8868,2.0,5.0,60.56,2.7739581474247315,18.03,1.94,1.0,New York,Urban,True,2022-05,,,
CUST-10290,2023-05-09,3.0,386.84226297451767,5.0,15.0,61.0,North,Sports & Outdoors,Dumbbells,SKU-9495,3.0,5.0,53.05,2.2825279434944417,30.35,4.84,0.0,San Francisco,Urban,True,2023-05,,,
CUST-10200,2022-06-11,1.0,240.29397164987648,5.0,33.0,35.0,South,Toys & Games,RC Car,SKU-8054,3.0,4.0,65.7,0.6415496063411023,34.98,1.31,0.0,Helena,Rural,False,2022-06,,,
CUST-10216,2023-04-26,2.0,289.49580344661297,5.0,28.0,62.0,North,Beauty & Personal Care,Face Wash,SKU-2932,4.0,2.0,52.19,2.723058838305826,14.2,2.77,0.0,New York,Urban,False,2023-04,,,
CUST-10300,2022-12-31,1.0,339.5151887906532,5.0,19.0,49.0,South,Beauty & Personal Care,Perfume,SKU-6475,5.0,4.0,39.29,1.1258185225196748,29.09,1.29,0.0,Dover,Rural,False,2022-12,,,
CUST-10278,2022-06-06,1.0,318.5351534967341,6.0,33.0,43.0,West,Beauty & Personal Care,Face Wash,SKU-3995,2.0,4.0,77.86,2.8906599104577144,38.88,1.77,1.0,Dallas,Urban,False,2022-06,,,
CUST-10093,2023-01-29,2.0,408.2990618441388,4.0,17.0,25.0,East,Sports & Outdoors,Dumbbells,SKU-2995,2.0,4.0,70.21,1.5153727577336573,19.54,3.2,1.0,Chicago,Urban,True,2023-01,,,
CUST-10212,2023-05-09,4.0,254.36280422736527,8.0,30.0,38.0,East,Sports & Outdoors,Dumbbells,SKU-1783,3.0,5.0,41.99,0.8627425544657905,30.74,4.75,0.0,Boise,Rural,False,2023-05,,,
CUST-10105,2023-05-21,2.0,411.454765119356,1.0,33.0,32.0,East,Sports & Outdoors,Dumbbells,SKU-4412,4.0,4.0,32.73,2.1161782122235895,38.99,2.81,0.0,Chicago,Urban,True,2023-05,,,
CUST-10145,2023-01-02,1.0,325.3484819287672,8.0,15.0,54.0,East,Sports & Outdoors,Dumbbells,SKU-1998,2.0,3.0,78.27,0.9141383939405967,38.97,4.56,1.0,Helena,Rural,False,2023-01,,,
CUST-10053,2022-11-04,1.0,548.3574231423753,3.0,30.0,61.0,West,Electronics,Smartphone,SKU-7707,2.0,3.0,88.36,2.7557383102896997,20.98,2.58,1.0,San Francisco,Urban,False,2022-11,,,
CUST-10317,2022-08-13,1.0,354.81124860314605,4.0,34.0,29.0,Central,Sports & Outdoors,Running Shoes,SKU-8772,3.0,4.0,67.07,2.323234738866011,12.53,4.8,0.0,San Francisco,Urban,False,2022-08,,,
CUST-10268,2023-06-24,1.0,463.4981621979501,3.0,39.0,53.0,West,Home & Kitchen,Vacuum Cleaner,SKU-8807,4.0,4.0,58.85,2.3315166279800237,48.18,1.72,0.0,San Francisco,Urban,False,2023-06,,,
CUST-10222,2023-01-29,1.0,523.6990307518977,4.0,16.0,36.0,North,Beauty & Personal Care,Perfume,SKU-8490,2.0,5.0,76.21,1.6011490570679943,57.26,4.14,1.0,Chicago,Urban,False,2023-01,,,
CUST-10429,2023-08-24,1.0,179.9599948036195,5.0,33.0,19.0,North,Electronics,Tablet,SKU-9962,2.0,4.0,73.42,1.021338999620464,32.27,2.76,1.0,Boise,Rural,False,2023-08,,,
CUST-10192,2022-06-14,4.0,387.927433321077,2.0,10.0,27.0,South,Clothing,Jeans,SKU-6049,2.0,5.0,67.63,2.6523651073561845,47.06,2.42,1.0,San Francisco,Urban,False,2022-06,,,
CUST-10171,2022-05-20,3.0,337.7081156455722,6.0,36.0,45.0,West,Sports & Outdoors,Running Shoes,SKU-1653,2.0,5.0,77.44,1.7087386986717323,28.19,4.75,1.0,Chicago,Urban,True,2022-05,,,
CUST-10245,2022-07-11,3.0,178.6568377754977,2.0,27.0,54.0,East,Books,Cookbook,SKU-5848,3.0,5.0,54.57,0.6930613488208186,50.97,1.52,0.0,Helena,Rural,False,2022-07,,,
CUST-10052,2022-07-16,1.0,205.0596118347969,5.0,33.0,38.0,West,Toys & Games,Board Game,SKU-5383,4.0,2.0,31.64,0.7593965941583964,59.28,1.96,0.0,Boise,Rural,False,2022-07,,,
CUST-10051,2022-08-31,4.0,172.76915317481715,5.0,37.0,34.0,Central,Electronics,Laptop,SKU-8527,1.0,5.0,86.29,0.598814961351756,26.76,4.1,1.0,Helena,Rural,False,2022-08,,,
CUST-10282,2023-04-05,2.0,294.4434362805255,8.0,34.0,36.0,North,Toys & Games,RC Car,SKU-2825,3.0,3.0,49.81,1.6267106160926197,23.58,1.79,0.0,Chicago,Urban,False,2023-04,,,
CUST-10122,2023-01-24,2.0,465.7158104022381,3.0,29.0,46.0,North,Home & Kitchen,Vacuum Cleaner,SKU-4775,3.0,3.0,61.25,1.5290720886692535,51.79,3.65,0.0,Chicago,Urban,False,2023-01,,,
CUST-10469,2023-07-21,1.0,260.2903794185009,6.0,21.0,61.0,South,Toys & Games,Puzzle,SKU-2868,1.0,4.0,89.68,1.6692907767827148,35.43,2.53,1.0,Dallas,Urban,True,2023-07,,,
CUST-10423,2022-05-08,1.0,311.3615625818884,4.0,25.0,46.0,East,Home & Kitchen,Vacuum Cleaner,SKU-5301,4.0,4.0,41.74,2.0002049065056795,53.22,2.48,0.0,Chicago,Urban,False,2022-05,,,
CUST-10265,2022-04-22,3.0,288.6676483230809,3.0,36.0,61.0,Central,Clothing,T-Shirt,SKU-6203,4.0,3.0,34.16,1.7719862943913642,37.15,1.85,0.0,New York,Urban,True,2022-04,,,
CUST-10123,2023-05-24,1.0,425.6166219713402,7.0,19.0,39.0,South,Sports & Outdoors,Dumbbells,SKU-9308,4.0,2.0,22.16,1.7584788277455405,10.84,1.92,0.0,San Francisco,Urban,False,2023-05,,,
CUST-10161,2022-09-21,4.0,378.9586311603616,4.0,23.0,62.0,Central,Home & Kitchen,Blender,SKU-9490,3.0,5.0,62.37,2.2530453229198857,14.64,3.88,0.0,Dallas,Urban,False,2022-09,,,
CUST-10116,2022-07-04,1.0,173.9475322450286,7.0,34.0,46.0,West,Beauty & Personal Care,Shampoo,SKU-8532,2.0,2.0,62.23,0.9605270326645119,31.99,2.2,1.0,Dover,Rural,True,2022-07,,,
CUST-10065,2022-04-12,2.0,257.2047511419464,2.0,29.0,51.0,East,Beauty & Personal Care,Perfume,SKU-1703,1.0,3.0,81.66,2.8549143820893312,54.26,3.12,1.0,Dallas,Urban,True,2022-04,,,
CUST-10043,2022-06-19,3.0,378.4884863063189,1.0,19.0,25.0,East,Toys & Games,Board Game,SKU-5587,1.0,4.0,89.73,1.689560801640755,48.04,1.43,1.0,Dallas,Urban,False,2022-06,,,
CUST-10212,2022-08-30,2.0,283.45045670471745,6.0,19.0,18.0,North,Sports & Outdoors,Running Shoes,SKU-4307,4.0,4.0,49.06,1.5442320281275117,33.59,4.3,0.0,New York,Urban,False,2022-08,,,
CUST-10051,2022-06-03,1.0,155.81071960882278,3.0,35.0,25.0,East,Beauty & Personal Care,Face Wash,SKU-8443,3.0,5.0,58.72,0.8411425684232858,36.62,1.57,0.0,Helena,Rural,False,2022-06,,,
CUST-10258,2023-03-09,3.0,270.756248647704,2.0,34.0,60.0,East,Toys & Games,Board Game,SKU-8846,2.0,2.0,73.93,1.5779212571634234,15.88,1.35,1.0,Chicago,Urban,False,2023-03,,,
CUST-10480,2023-08-02,1.0,405.40242891277984,4.0,20.0,48.0,East,Beauty & Personal Care,Shampoo,SKU-3164,3.0,4.0,45.82,2.9275329174429494,50.75,3.99,0.0,San Francisco,Urban,False,2023-08,,,
CUST-10068,2023-02-23,4.0,309.13496918296164,4.0,32.0,48.0,Central,Clothing,T-Shirt,SKU-3944,4.0,4.0,55.94,1.1203439540979607,26.64,1.11,0.0,Boise,Rural,True,2023-02,,,
CUST-10099,2022-12-06,3.0,439.7642620883786,7.0,11.0,49.0,East,Sports & Outdoors,Running Shoes,SKU-2946,5.0,5.0,66.39,0.6008509547253333,23.45,2.75,0.0,Helena,Rural,False,2022-12,,,
CUST-10103,2022-09-11,3.0,311.6269117002905,8.0,34.0,53.0,South,Home & Kitchen,Cookware Set,SKU-1400,3.0,4.0,51.61,0.6370119340181205,27.73,1.49,0.0,Dover,Rural,True,2022-09,,,
CUST-10367,2022-09-11,1.0,340.6219085197855,4.0,29.0,20.0,East,Toys & Games,Puzzle,SKU-3954,3.0,5.0,47.32,2.4958436895009237,43.97,2.63,0.0,Chicago,Urban,True,2022-09,,,
CUST-10043,2022-06-01,2.0,206.3178395935547,4.0,17.0,41.0,West,Beauty & Personal Care,Face Wash,SKU-3567,2.0,2.0,70.57,0.7150740225697899,16.32,4.54,1.0,Dover,Rural,True,2022-06,,,
CUST-10070,2022-04-30,2.0,263.93708757748146,5.0,39.0,47.0,South,Books,Science Textbook,SKU-8518,1.0,4.0,81.97,2.2910426294220363,48.96,3.36,1.0,Chicago,Urban,False,2022-04,,,
CUST-10086,2022-04-20,4.0,193.3183743105354,1.0,32.0,46.0,East,Beauty & Personal Care,Face Wash,SKU-8211,1.0,4.0,89.48,2.644116365154197,11.84,2.25,1.0,Dallas,Urban,False,2022-04,,,
CUST-10145,2023-04-07,2.0,303.7598142334156,6.0,38.0,23.0,Central,Books,Cookbook,SKU-1284,2.0,5.0,68.15,1.8580098425314069,49.91,4.71,1.0,Dallas,Urban,True,2023-04,,,
CUST-10305,2022-03-05,1.0,373.4993131674281,4.0,16.0,41.0,Central,Beauty & Personal Care,Face Wash,SKU-5576,1.0,3.0,81.05,2.532510487377738,59.67,3.69,1.0,San Francisco,Urban,True,2022-03,,,
CUST-10297,2023-06-09,1.0,356.8367314856183,6.0,17.0,50.0,North,Electronics,Tablet,SKU-5816,1.0,3.0,82.99,2.151318710466959,20.93,1.35,1.0,San Francisco,Urban,False,2023-06,,,
CUST-10427,2023-08-16,1.0,165.9353622324897,2.0,10.0,55.0,Central,Toys & Games,Puzzle,SKU-7627,1.0,4.0,85.72,0.6315606246685422,39.78,1.47,1.0,Boise,Rural,False,2023-08,,,
CUST-10045,2023-04-09,3.0,257.9215923431949,7.0,30.0,33.0,West,Books,Cookbook,SKU-6274,2.0,2.0,79.84,1.78134419340038,42.97,1.1,1.0,Chicago,Urban,False,2023-04,,,
CUST-10220,2023-07-26,4.0,150.6756217714284,5.0,11.0,40.0,West,Beauty & Personal Care,Perfume,SKU-2987,3.0,3.0,66.92,0.9467402132135282,11.45,4.86,0.0,Boise,Rural,False,2023-07,,,
CUST-10313,2022-10-19,1.0,296.07760822630854,5.0,27.0,62.0,South,Clothing,T-Shirt,SKU-6735,4.0,5.0,24.46,2.110161616283963,47.87,2.93,0.0,Dallas,Urban,True,2022-10,,,
CUST-10300,2023-08-06,2.0,385.3527620978774,8.0,24.0,20.0,North,Sports & Outdoors,Yoga Mat,SKU-5185,4.0,4.0,59.65,2.197928155653365,42.69,3.4,0.0,San Francisco,Urban,True,2023-08,,,
CUST-10253,2023-02-09,2.0,390.5033392049194,4.0,10.0,29.0,West,Books,Cookbook,SKU-7356,2.0,4.0,74.37,0.6563346969468414,24.93,3.42,1.0,Helena,Rural,True,2023-02,,,
CUST-10451,2022-04-15,1.0,472.306347618653,6.0,14.0,31.0,East,Beauty & Personal Care,Shampoo,SKU-5146,1.0,5.0,89.64,2.9978252805613326,53.32,1.64,1.0,San Francisco,Urban,False,2022-04,,,
CUST-10222,2022-05-17,2.0,450.8484286269382,4.0,29.0,45.0,South,Books,Science Textbook,SKU-7739,1.0,3.0,86.39,1.5936505392594795,56.65,3.79,1.0,San Francisco,Urban,False,2022-05,,,
CUST-10292,2022-05-12,3.0,216.9501671075359,5.0,12.0,31.0,East,Electronics,Tablet,SKU-3774,2.0,3.0,67.15,0.6106783076604051,56.02,4.37,1.0,Helena,Rural,True,2022-05,,,
CUST-10336,2022-11-04,1.0,461.6963070937903,7.0,28.0,36.0,Central,Clothing,Jeans,SKU-7335,5.0,4.0,48.11,0.7874246067468633,29.68,3.91,0.0,Boise,Rural,True,2022-11,,,
CUST-10028,2022-04-16,2.0,219.73960177883112,3.0,27.0,37.0,North,Sports & Outdoors,Running Shoes,SKU-7940,1.0,4.0,87.09,1.1744057301494246,41.53,1.83,1.0,Helena,Rural,True,2022-04,,,
CUST-10216,2022-06-29,3.0,320.97681412177826,8.0,38.0,19.0,Central,Home & Kitchen,Blender,SKU-9699,1.0,4.0,84.0,2.3925155228303785,54.52,3.99,1.0,Chicago,Urban,False,2022-06,,,
CUST-10375,2022-09-30,1.0,466.22962443855965,7.0,31.0,64.0,Central,Beauty & Personal Care,Shampoo,SKU-2343,1.0,2.0,88.19,2.190699497868266,54.44,4.01,1.0,San Francisco,Urban,False,2022-09,,,
CUST-10354,2022-10-25,1.0,253.17315178737564,3.0,27.0,45.0,West,Toys & Games,Puzzle,SKU-4155,3.0,4.0,49.32,0.9914067923246579,25.95,3.78,0.0,Helena,Rural,False,2022-10,,,
CUST-10135,2022-04-25,1.0,221.492986140838,10.0,23.0,61.0,West,Toys & Games,Puzzle,SKU-1111,4.0,5.0,53.45,1.7140781066904274,32.16,4.42,0.0,New York,Urban,False,2022-04,,,
CUST-10489,2023-02-13,1.0,538.4026592075863,2.0,39.0,51.0,North,Books,Cookbook,SKU-8203,3.0,5.0,51.37,1.8138681805584018,29.5,1.73,0.0,San Francisco,Urban,False,2023-02,,,
CUST-10277,2022-06-15,2.0,357.98074735959074,4.0,33.0,23.0,North,Toys & Games,Board Game,SKU-4936,2.0,5.0,62.79,1.8268818437220857,32.89,1.14,1.0,Chicago,Urban,False,2022-06,,,
CUST-10179,2022-04-17,2.0,180.63188975577825,4.0,17.0,26.0,Central,Home & Kitchen,Vacuum Cleaner,SKU-3531,2.0,5.0,74.06,0.6127539108562842,28.34,3.18,1.0,Helena,Rural,False,2022-04,,,
CUST-10351,2023-01-31,1.0,416.23136406163457,6.0,38.0,25.0,Central,Home & Kitchen,Vacuum Cleaner,SKU-5971,2.0,4.0,68.62,2.206873958200148,39.88,2.04,1.0,Chicago,Urban,False,2023-01,,,
CUST-10154,2022-03-26,2.0,343.79597308979163,4.0,39.0,29.0,East,Beauty & Personal Care,Face Wash,SKU-9215,2.0,5.0,64.76,1.718946060869503,19.71,3.72,1.0,New York,Urban,False,2022-03,,,
CUST-10174,2022-11-12,1.0,303.2916974338457,2.0,21.0,38.0,North,Sports & Outdoors,Running Shoes,SKU-9707,3.0,3.0,69.38,0.5581866988061891,23.28,2.89,1.0,Helena,Rural,False,2022-11,,,
CUST-10284,2022-03-08,4.0,211.03858645413845,6.0,30.0,22.0,West,Toys & Games,RC Car,SKU-4562,2.0,4.0,73.7,0.8318810266620544,50.01,4.88,1.0,Dover,Rural,False,2022-03,,,
CUST-10240,2022-11-08,3.0,438.2658583217145,1.0,19.0,29.0,Central,Books,Fiction Novel,SKU-4956,5.0,4.0,67.79,1.9794768135792935,38.45,1.22,0.0,Dallas,Urban,True,2022-11,,,
CUST-10212,2022-12-28,1.0,644.899306502023,7.0,32.0,24.0,Central,Books,Science Textbook,SKU-5797,3.0,2.0,86.49,2.123745441037153,29.19,4.99,1.0,Dallas,Urban,False,2022-12,,,
CUST-10130,2022-04-25,2.0,172.03248323495976,7.0,29.0,57.0,North,Toys & Games,Puzzle,SKU-9308,1.0,5.0,80.46,1.0313837633650187,57.02,1.89,1.0,Dover,Rural,False,2022-04,,,
